weight logl phys_par
1.746702239350430820e-05 -7.591627463795539654e+01 2.274599602743963001e-01
1.840268345298839820e-05 -7.586159281262955290e+01 6.046247872401276924e-01
1.846641722624594570e-05 -7.585563550905733621e+01 2.287635789344653059e-01
1.856686932886603250e-05 -7.584771053286287668e+01 2.289342450554465724e-01
1.856725699928006939e-05 -7.584518965339418628e+01 2.289885471561327046e-01
1.898013143955689874e-05 -7.582069658812835655e+01 2.295165137776002950e-01
1.937326138879603372e-05 -7.579769547000603325e+01 2.300129227407309296e-01
2.046570367980402982e-05 -7.574033881254456446e+01 2.312533588255921702e-01
2.092153966165543252e-05 -7.571581007236520122e+01 2.317849653337227256e-01
2.140225216810381423e-05 -7.569059314845674180e+01 6.025578818760284339e-01
2.200185270848935398e-05 -7.566046264261245824e+01 2.329870210770594863e-01
2.215686645091082856e-05 -7.565094186021167388e+01 6.020733075106481369e-01
2.224986822634989145e-05 -7.564425322026374943e+01 2.333397312078607788e-01
2.257244761130327771e-05 -7.562735927615845810e+01 2.337076611338602117e-01
2.263719651521252314e-05 -7.562199488961303473e+01 2.338245606985080993e-01
2.274922197137072938e-05 -7.561455836069569614e+01 2.339866716261536084e-01
2.284979897665372547e-05 -7.560764698666632455e+01 2.341373926741416867e-01
2.329917231593125354e-05 -7.558567146942792192e+01 6.012711903782077538e-01
2.341251755020804846e-05 -7.557831848906883465e+01 2.347776048495082701e-01
2.343183920235314028e-05 -7.557499355925529017e+01 2.348502489483917932e-01
2.351884105679834453e-05 -7.556878745942682940e+01 6.010627882489864016e-01
2.452725725032168567e-05 -7.552430426648200523e+01 2.359593559795754025e-01
2.503444607442251488e-05 -7.550133658695673944e+01 2.364629162933081785e-01
2.522831016190444002e-05 -7.549112252336969675e+01 2.366870622254728662e-01
2.586710373726903753e-05 -7.546361727100953942e+01 2.372912927162394991e-01
2.639088009687774364e-05 -7.544107080685269295e+01 5.994739824439371256e-01
2.762336387874962429e-05 -7.539292737447185289e+01 5.988692981092901269e-01
2.786543468033036706e-05 -7.538170228603796375e+01 5.987278477700886947e-01
3.035509424355013487e-05 -7.529362495315707804e+01 2.410465572065425555e-01
3.166587025062205570e-05 -7.524884985381140723e+01 5.970402099977170085e-01
3.215059814220261997e-05 -7.523115825120251543e+01 2.424357843371121035e-01
